Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
obese,male,vegan,more frequently,electricity,0.0,sometimes,235,very frequently,4383,0.0,2,9,6,21,Sometimes,"['Plastic', 'Metal']",['Stove'],4311,Other,Mumbai,India,2.0,0.0,0.0,1.0,13,2,14,1,1959,107,Borivali,"Residential, Vehicular",941.53,579.24,1019.48,881.42,392.24,1853.83,Summer,5667.74,"850,750"
underweight,male,vegan,daily,natural gas,0.0,never,54,frequently,1505,0.0,4,12,34,21,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2040,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,2,0,6,17,1199,138,Goregaon,"Residential, Construction",1006.83,619.22,1108.45,707.51,469.96,1544.79,Summer,5456.76,"850,400"
normal,female,omnivore,daily,wood,0.0,never,199,very frequently,9670,0.0,1,18,47,6,Sometimes,"['Glass', 'Metal']",['Stove'],2361,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,33,3,8,9,432,100,Ghansoli,"Residential, Industrial",760.13,384.69,1113.68,501.83,393.42,0.0,Monsoon,3153.75,"700,1000"
underweight,female,vegan,more frequently,natural gas,0.0,often,254,never,40,0.0,2,5,32,7,Yes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1219,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,32,4,54,6,1009,35,Nerul,"Residential, Corporate, Construction",818.66,500.59,891.32,526.72,380.0,0.0,Winter,3117.29,"700,500,350"
underweight,female,pescatarian,more frequently,wood,0.0,never,69,very frequently,274,0.0,4,11,30,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1852,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,23,3,27,8,1969,136,Taloja,"Industrial, Construction",574.18,480.02,1119.45,488.3,336.87,0.0,Summer,2998.82,"1000,350"
underweight,male,omnivore,daily,wood,0.0,never,210,rarely,66,0.0,3,14,27,17,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1290,Finance,Mumbai,India,3.0,0.0,0.0,1.0,8,4,21,18,1814,61,Borivali,"Residential, Vehicular",918.55,472.38,1005.75,774.81,300.36,1717.33,Winter,5189.18,"850,750"
overweight,female,vegetarian,twice a day,wood,0.0,sometimes,62,never,2289,0.0,7,18,11,17,No,"['Paper', 'Metal']",['Microwave'],1340,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,12,4,2,18,813,135,Kharghar,"Residential, Construction",764.64,426.45,859.21,542.5,344.17,0.0,Winter,2936.97,"700,350"
underweight,female,vegan,twice a day,electricity,0.0,never,81,frequently,8,0.0,5,24,24,10,No,"['Paper', 'Glass']","['Stove', 'Microwave']",1363,Other,Mumbai,India,5.0,0.0,0.0,1.0,1,2,52,1,185,126,Malad West,"Residential, Construction",973.77,609.36,1078.76,682.86,467.15,1757.88,Summer,5569.78,"850,400"
underweight,male,omnivore,twice a day,natural gas,0.0,sometimes,276,rarely,7,0.0,3,10,28,12,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1489,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,6,1,41,11,876,60,Nerul,"Residential, Corporate, Construction",760.76,571.71,937.74,523.75,468.4,0.0,Winter,3262.36,"700,500,350"
normal,male,vegan,twice a day,electricity,0.0,often,243,very frequently,179,0.0,5,0,31,10,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2441,Other,Mumbai,India,5.0,0.0,0.0,1.0,20,3,1,18,1595,148,Worli,"Vehicular, Construction",846.69,544.57,1096.9,755.91,456.55,1853.99,Winter,5554.61,"750,400"
obese,male,omnivore,daily,natural gas,0.0,sometimes,281,frequently,77,0.0,3,13,26,22,No,['Metal'],"['Oven', 'Microwave']",2813,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,18,3,56,5,469,35,CBD Belapur,"Corporate, Vehicular",668.81,626.79,830.12,603.97,295.45,0.0,Monsoon,3025.14,"500,600"
overweight,female,vegan,daily,wood,0.0,often,80,never,3000,0.0,7,22,13,0,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2252,Finance,Mumbai,India,7.0,0.0,0.0,1.0,24,0,21,0,436,73,Chembur,"Industrial, Vehicular",686.53,637.27,1362.74,817.95,293.75,1827.85,Monsoon,5626.09,"1200,750"
normal,male,pescatarian,twice a day,electricity,0.0,sometimes,220,very frequently,8,0.0,7,6,27,10,No,['Metal'],"['Oven', 'Microwave']",3246,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,21,2,24,14,1979,48,Koparkhairane,"Residential, Industrial",750.96,406.57,1164.33,533.9,279.46,0.0,Monsoon,3135.22,"700,1000"
overweight,female,vegan,less frequently,coal,0.0,sometimes,299,very frequently,1692,0.0,1,4,49,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2929,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,10,2,24,18,680,60,Sion,"Vehicular, Construction",741.59,522.34,1096.24,733.75,359.47,1570.25,Summer,5023.64,"750,400"
underweight,female,vegan,twice a day,electricity,0.0,never,213,very frequently,45,0.0,4,7,23,6,No,"['Plastic', 'Metal']",[],2039,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,32,2,31,13,1029,82,Goregaon,"Residential, Construction",866.23,449.11,1149.08,645.49,404.62,1984.49,Summer,5499.02,"850,400"
normal,male,omnivore,more frequently,natural gas,0.0,sometimes,220,never,33,0.0,1,23,31,21,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1657,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,31,2,43,12,1741,75,Vashi,"Corporate, Residential, Vehicular",782.98,535.03,966.65,719.8,384.31,0.0,Monsoon,3388.77,"500,700,600"
overweight,male,vegetarian,daily,coal,0.0,never,71,never,14,0.0,2,20,19,7,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1182,Operations,Mumbai,India,2.0,0.0,0.0,1.0,20,3,6,4,1188,33,Chembur,"Industrial, Vehicular",752.74,646.91,1161.38,848.58,298.34,1726.83,Winter,5434.78,"1200,750"
normal,male,pescatarian,daily,coal,0.0,never,216,very frequently,24,0.0,1,19,49,9,Sometimes,[],"['Stove', 'Oven', 'Microwave']",3111,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,38,3,30,1,1662,145,Koparkhairane,"Residential, Industrial",783.57,402.06,962.12,541.7,307.76,0.0,Summer,2997.21,"700,1000"
overweight,female,omnivore,daily,electricity,0.0,never,298,frequently,1544,0.0,6,1,46,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2337,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,19,3,36,14,1035,148,Nerul,"Residential, Corporate, Construction",771.26,484.57,873.77,554.94,425.62,0.0,Summer,3110.16,"700,500,350"
underweight,female,vegan,daily,natural gas,0.0,never,80,very frequently,7793,0.0,2,22,20,19,No,[],['Oven'],4383,Other,Mumbai,India,2.0,0.0,0.0,1.0,7,3,3,15,491,137,Mazgaon,"Vehicular, Residential",918.93,639.26,1140.85,752.84,353.13,1741.83,Monsoon,5546.84,"750,850"
obese,female,vegetarian,more frequently,wood,0.0,never,216,very frequently,1291,0.0,6,17,18,11,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",3363,Other,Mumbai,India,6.0,0.0,0.0,1.0,36,1,32,6,105,116,Goregaon,"Residential, Construction",951.4,573.67,1122.0,633.72,423.34,1637.12,Winter,5341.25,"850,400"
overweight,male,vegetarian,less frequently,electricity,0.0,often,109,frequently,622,0.0,2,17,19,9,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1707,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,8,4,14,5,1944,147,Airoli,"Residential, Corporate",726.52,477.05,819.47,505.0,286.42,0.0,Monsoon,2814.46,"700,500"
underweight,male,vegetarian,less frequently,electricity,0.0,never,260,rarely,87,0.0,3,15,32,12,No,['Metal'],['Microwave'],1390,Finance,Mumbai,India,3.0,0.0,0.0,1.0,24,1,8,16,1512,98,Worli,"Vehicular, Construction",800.34,539.84,1060.99,810.06,362.83,1968.68,Summer,5542.74,"750,400"
obese,male,vegetarian,daily,natural gas,0.0,often,208,very frequently,82,0.0,3,10,33,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3383,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,24,0,5,0,537,106,Borivali,"Residential, Vehicular",862.5,503.52,987.64,838.24,329.22,2157.0,Summer,5678.12,"850,750"
normal,female,vegetarian,less frequently,coal,0.0,never,284,never,60,0.0,2,22,19,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1171,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,32,4,45,5,1240,92,Airoli,"Residential, Corporate",817.22,496.92,910.52,519.99,294.95,0.0,Winter,3039.6,"700,500"
normal,female,vegan,daily,electricity,0.0,sometimes,58,rarely,62,0.0,7,22,27,20,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1168,Other,Mumbai,India,7.0,0.0,0.0,1.0,1,1,30,5,245,136,Mazgaon,"Vehicular, Residential",940.8,553.8,1209.59,771.11,383.26,1944.72,Summer,5803.28,"750,850"
overweight,female,vegetarian,more frequently,electricity,0.0,sometimes,70,rarely,98,0.0,1,8,35,15,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],909,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,18,1,33,3,1799,125,Borivali,"Residential, Vehicular",933.77,541.55,1027.3,871.78,419.09,1796.78,Monsoon,5590.27,"850,750"
underweight,male,vegan,less frequently,wood,0.0,often,241,never,25,0.0,2,3,21,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",928,Finance,Mumbai,India,2.0,0.0,0.0,1.0,19,3,43,7,1114,98,Sion,"Vehicular, Construction",762.26,599.46,921.78,790.12,399.79,2036.08,Winter,5509.49,"750,400"
overweight,female,vegetarian,less frequently,coal,0.0,often,248,frequently,31,0.0,5,24,35,9,Yes,"['Glass', 'Metal']",['Stove'],2553,Other,Mumbai,India,5.0,0.0,0.0,1.0,28,2,54,8,1220,125,Mazgaon,"Vehicular, Residential",1006.97,547.14,949.77,918.18,385.87,1648.71,Summer,5456.64,"750,850"
overweight,female,vegan,less frequently,natural gas,0.0,often,225,rarely,1808,0.0,5,18,8,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1809,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,5,2,59,9,1433,71,Vashi,"Corporate, Residential, Vehicular",798.08,548.44,961.27,688.96,353.19,0.0,Winter,3349.94,"500,700,600"
underweight,female,omnivore,daily,natural gas,0.0,sometimes,173,rarely,6,0.0,5,11,33,7,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1580,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,16,1,37,7,261,116,Kharghar,"Residential, Construction",730.78,451.86,821.72,534.52,350.04,0.0,Monsoon,2888.92,"700,350"
underweight,male,vegetarian,daily,coal,0.0,often,82,frequently,653,0.0,4,0,29,4,No,"['Paper', 'Glass']","['Stove', 'Oven']",2391,Student,Mumbai,India,4.0,0.0,0.0,1.0,24,0,12,1,1411,99,Worli,"Vehicular, Construction",756.83,551.4,1220.8,819.99,423.95,1740.31,Monsoon,5513.28,"750,400"
normal,male,vegan,daily,natural gas,0.0,sometimes,234,frequently,1001,0.0,6,13,3,12,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']",2132,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,37,1,35,19,662,55,Ghansoli,"Residential, Industrial",703.93,394.7,1043.33,525.53,349.36,0.0,Monsoon,3016.85,"700,1000"
normal,male,omnivore,twice a day,natural gas,0.0,sometimes,207,rarely,613,0.0,7,0,3,6,Yes,['Metal'],"['Oven', 'Microwave']",1728,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,3,2,31,16,1766,120,Kharghar,"Residential, Construction",837.57,470.81,868.69,499.18,424.62,0.0,Summer,3100.87,"700,350"
obese,male,vegan,daily,coal,0.0,never,62,frequently,1151,0.0,2,12,20,0,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1888,Student,Mumbai,India,2.0,0.0,0.0,1.0,29,1,21,0,1117,124,Sion,"Vehicular, Construction",812.5,575.83,1068.0,771.26,477.81,1524.86,Summer,5230.26,"750,400"
normal,male,vegetarian,less frequently,natural gas,0.0,sometimes,216,never,2317,0.0,3,14,11,16,Sometimes,[],['Microwave'],2266,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,19,2,47,13,1956,68,Koparkhairane,"Residential, Industrial",700.12,507.36,1133.7,604.6,282.57,0.0,Winter,3228.35,"700,1000"
normal,male,pescatarian,less frequently,natural gas,0.0,sometimes,260,never,68,0.0,3,21,40,21,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1725,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,2,1,28,4,1889,108,Kharghar,"Residential, Construction",755.27,468.24,845.91,520.13,439.94,0.0,Winter,3029.49,"700,350"
overweight,male,pescatarian,daily,wood,0.0,never,169,never,56,0.0,4,23,26,13,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1728,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,22,3,10,8,1464,88,CBD Belapur,"Corporate, Vehicular",568.84,638.14,894.51,631.78,244.6,0.0,Summer,2977.87,"500,600"
normal,female,omnivore,more frequently,coal,0.0,often,279,very frequently,918,0.0,1,15,29,9,Sometimes,['Plastic'],['Oven'],2956,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,17,0,5,19,1648,132,Airoli,"Residential, Corporate",767.04,573.83,861.9,473.72,265.59,0.0,Monsoon,2942.08,"700,500"
overweight,female,pescatarian,daily,wood,0.0,often,227,rarely,638,0.0,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1781,Student,Mumbai,India,4.0,0.0,0.0,1.0,25,2,4,16,619,118,Goregaon,"Residential, Construction",861.06,648.39,1010.21,740.69,471.72,1794.45,Monsoon,5526.52,"850,400"
obese,male,omnivore,daily,coal,0.0,never,235,never,66,0.0,7,21,29,10,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1869,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,35,1,0,5,1551,89,Ghansoli,"Residential, Industrial",752.55,487.34,1052.95,568.03,256.74,0.0,Monsoon,3117.61,"700,1000"
overweight,female,pescatarian,more frequently,wood,0.0,often,273,very frequently,8187,0.0,4,18,31,14,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5030,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,7,0,50,0,513,28,Airoli,"Residential, Corporate",777.99,520.76,909.57,485.33,349.21,0.0,Monsoon,3042.86,"700,500"
underweight,male,omnivore,less frequently,natural gas,0.0,sometimes,81,rarely,1670,0.0,2,14,19,2,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],1177,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,16,2,38,17,1387,110,Chembur,"Industrial, Vehicular",744.71,603.11,1246.0,883.96,300.84,1448.66,Winter,5227.28,"1200,750"
underweight,male,vegetarian,more frequently,wood,0.0,often,116,frequently,338,0.0,1,1,20,17,No,['Paper'],['Microwave'],1649,Sales,Mumbai,India,1.0,0.0,0.0,1.0,30,2,49,10,925,49,Malad West,"Residential, Construction",945.46,463.82,1064.46,619.82,390.36,2125.21,Winter,5609.13,"850,400"
normal,female,pescatarian,less frequently,electricity,0.0,sometimes,228,never,6574,0.0,5,19,23,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3263,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,36,2,9,3,991,53,Airoli,"Residential, Corporate",726.34,514.42,763.28,536.84,287.47,0.0,Monsoon,2828.35,"700,500"
normal,female,omnivore,more frequently,wood,0.0,sometimes,106,rarely,992,0.0,3,20,39,13,Sometimes,[],['Stove'],1734,Other,Mumbai,India,3.0,0.0,0.0,1.0,32,2,9,19,1470,139,Malad West,"Residential, Construction",978.99,574.27,938.54,623.95,517.32,1783.81,Winter,5416.88,"850,400"
normal,female,vegan,less frequently,electricity,0.0,never,277,very frequently,1243,0.0,4,22,34,0,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",2151,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,26,0,48,5,1482,80,Airoli,"Residential, Corporate",798.89,593.44,896.08,509.78,334.59,0.0,Monsoon,3132.78,"700,500"
normal,female,vegetarian,more frequently,natural gas,0.0,often,70,never,59,0.0,6,6,22,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1376,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,3,4,23,7,1978,57,CBD Belapur,"Corporate, Vehicular",559.64,538.94,759.23,715.0,299.5,0.0,Winter,2872.31,"500,600"
obese,male,omnivore,daily,wood,0.0,sometimes,197,very frequently,1877,0.0,5,11,18,0,Yes,"['Paper', 'Glass']",[],3511,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,21,1,6,18,1259,103,Nerul,"Residential, Corporate, Construction",741.36,535.81,857.33,553.86,361.67,0.0,Summer,3050.03,"700,500,350"
overweight,female,vegan,less frequently,natural gas,0.0,never,166,never,31,0.0,5,21,14,8,Yes,['Glass'],"['Stove', 'Oven']",947,Other,Mumbai,India,5.0,0.0,0.0,1.0,25,1,21,14,416,130,Goregaon,"Residential, Construction",898.77,642.55,1184.68,693.17,333.61,1572.86,Monsoon,5325.64,"850,400"
overweight,female,pescatarian,less frequently,coal,0.0,never,129,frequently,7355,0.0,7,14,15,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",3602,Finance,Mumbai,India,7.0,0.0,0.0,1.0,31,3,57,18,1883,70,Bandra Kurla Complex,Corporate,722.23,635.07,1192.66,567.71,268.48,1869.84,Monsoon,5255.99,650
overweight,female,pescatarian,twice a day,electricity,0.0,never,248,rarely,1166,0.0,5,21,38,18,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1674,Other,Mumbai,India,5.0,0.0,0.0,1.0,23,2,20,1,562,111,Goregaon,"Residential, Construction",965.87,512.49,1035.27,663.72,452.47,1736.01,Monsoon,5365.83,"850,400"
overweight,female,omnivore,more frequently,electricity,0.0,often,81,rarely,337,0.0,7,17,30,2,No,['Metal'],['Oven'],1591,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,34,1,21,3,1121,44,Nerul,"Residential, Corporate, Construction",836.6,516.67,917.25,499.14,399.57,0.0,Monsoon,3169.23,"700,500,350"
normal,male,vegetarian,daily,wood,0.0,never,129,never,93,0.0,6,16,39,21,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1611,Operations,Mumbai,India,6.0,0.0,0.0,1.0,36,2,32,3,298,133,Sion,"Vehicular, Construction",807.99,617.79,1091.88,826.34,369.38,1821.89,Winter,5535.27,"750,400"
normal,male,pescatarian,more frequently,natural gas,0.0,sometimes,134,frequently,562,0.0,5,4,16,5,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2567,Finance,Mumbai,India,5.0,0.0,0.0,1.0,31,2,43,11,1199,27,Borivali,"Residential, Vehicular",895.67,576.48,1020.05,759.29,334.39,1993.93,Summer,5579.81,"850,750"
obese,female,vegan,more frequently,electricity,0.0,often,86,never,1625,0.0,6,6,1,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1130,Sales,Mumbai,India,6.0,0.0,0.0,1.0,6,2,24,17,519,53,Mazgaon,"Vehicular, Residential",1028.74,690.28,990.52,797.91,318.13,1668.82,Summer,5494.4,"750,850"
overweight,female,vegan,twice a day,wood,0.0,often,89,frequently,9760,0.0,2,24,27,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3074,Sales,Mumbai,India,2.0,0.0,0.0,1.0,32,1,30,11,969,46,Sion,"Vehicular, Construction",767.42,576.86,1063.98,767.93,459.06,1637.82,Winter,5273.07,"750,400"
overweight,female,vegetarian,less frequently,wood,0.0,often,114,frequently,1798,0.0,1,21,7,16,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1871,Student,Mumbai,India,1.0,0.0,0.0,1.0,30,1,48,18,1486,127,Andheri (Airport area),"Vehicular, Corporate, Airport",788.44,796.31,952.78,812.18,383.63,2201.5,Summer,5934.84,"750,650,2000"
overweight,female,pescatarian,more frequently,wood,0.0,often,254,very frequently,32,0.0,4,4,22,18,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2670,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,11,0,15,14,1729,91,Mazgaon,"Vehicular, Residential",976.91,556.57,1157.14,759.21,437.15,1936.48,Monsoon,5823.46,"750,850"
overweight,male,omnivore,twice a day,electricity,0.0,sometimes,147,very frequently,1679,0.0,1,5,29,12,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2783,Student,Mumbai,India,1.0,0.0,0.0,1.0,10,2,51,9,1965,116,Andheri (Airport area),"Vehicular, Corporate, Airport",679.57,671.35,1096.81,845.83,333.79,2048.13,Monsoon,5675.48,"750,650,2000"
obese,female,vegetarian,less frequently,natural gas,0.0,never,284,never,85,0.0,5,8,12,10,Yes,"['Paper', 'Glass']",['Microwave'],1302,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,23,3,14,6,1569,58,Turbhe,"Industrial, Vehicular",578.01,389.78,1007.06,622.51,310.89,0.0,Summer,2908.25,"1000,600"
overweight,male,vegan,twice a day,natural gas,0.0,sometimes,225,rarely,1118,0.0,5,16,48,22,Sometimes,['Paper'],['Oven'],2028,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,7,6,28,1,502,92,Airoli,"Residential, Corporate",818.88,563.1,912.6,543.44,303.06,0.0,Monsoon,3141.08,"700,500"
underweight,female,vegan,less frequently,electricity,0.0,sometimes,109,very frequently,780,0.0,6,12,34,14,Yes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",2132,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,31,4,18,12,117,137,Vashi,"Corporate, Residential, Vehicular",736.9,499.17,813.53,667.0,328.24,0.0,Summer,3044.84,"500,700,600"
underweight,male,pescatarian,less frequently,coal,0.0,never,148,rarely,8073,0.0,3,3,35,9,Yes,"['Paper', 'Plastic', 'Glass']",[],4185,Finance,Mumbai,India,3.0,0.0,0.0,1.0,37,0,51,15,1807,41,Andheri (Airport area),"Vehicular, Corporate, Airport",676.65,765.74,1028.97,832.56,277.22,2115.91,Winter,5697.05,"750,650,2000"
normal,female,pescatarian,twice a day,coal,0.0,never,271,very frequently,61,0.0,6,16,15,2,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2257,Operations,Mumbai,India,6.0,0.0,0.0,1.0,21,1,16,7,468,50,Mazgaon,"Vehicular, Residential",951.07,672.06,1206.44,860.03,374.02,2089.72,Monsoon,6153.34,"750,850"
underweight,female,vegetarian,twice a day,wood,0.0,sometimes,258,rarely,8358,0.0,6,24,36,13,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3301,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,33,2,25,0,759,53,Sion,"Vehicular, Construction",806.99,679.62,1164.35,837.22,491.87,1642.34,Winter,5622.39,"750,400"
underweight,female,vegan,more frequently,natural gas,0.0,often,251,very frequently,93,0.0,4,17,9,24,Yes,"['Paper', 'Plastic']",[],2300,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,18,4,35,16,613,87,Koparkhairane,"Residential, Industrial",769.11,419.32,1105.54,552.15,274.99,0.0,Monsoon,3121.11,"700,1000"
overweight,female,omnivore,twice a day,coal,0.0,never,141,frequently,14,0.0,2,13,26,3,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1786,Finance,Mumbai,India,2.0,0.0,0.0,1.0,19,3,35,14,129,129,Malad West,"Residential, Construction",1030.57,686.67,978.47,647.67,488.67,1972.31,Monsoon,5804.36,"850,400"
overweight,female,omnivore,twice a day,coal,0.0,often,259,very frequently,1028,0.0,3,10,16,1,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",3026,Sales,Mumbai,India,3.0,0.0,0.0,1.0,13,4,34,13,534,97,Goregaon,"Residential, Construction",929.39,515.47,957.49,682.22,449.25,1900.81,Monsoon,5434.63,"850,400"
overweight,male,pescatarian,more frequently,electricity,0.0,never,122,rarely,1882,0.0,2,12,35,5,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1302,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,32,0,39,6,1295,27,Borivali,"Residential, Vehicular",962.76,568.16,1134.99,752.19,352.63,1653.07,Monsoon,5423.8,"850,750"
underweight,male,omnivore,more frequently,wood,0.0,sometimes,293,rarely,32,0.0,1,15,1,17,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1337,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,9,4,22,18,1373,124,Vashi,"Corporate, Residential, Vehicular",683.41,529.27,881.15,598.83,340.09,0.0,Winter,3032.75,"500,700,600"
normal,female,omnivore,more frequently,coal,0.0,often,144,rarely,479,0.0,5,22,10,22,Yes,"['Plastic', 'Metal']",['Microwave'],1466,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,15,0,8,9,1614,73,Nerul,"Residential, Corporate, Construction",708.52,529.1,915.55,578.13,405.67,0.0,Monsoon,3136.97,"700,500,350"
underweight,male,vegan,more frequently,wood,0.0,sometimes,187,very frequently,363,0.0,7,17,12,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2610,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,3,1,33,19,146,134,Nerul,"Residential, Corporate, Construction",703.16,536.69,898.79,590.69,428.12,0.0,Winter,3157.45,"700,500,350"
normal,male,omnivore,twice a day,coal,0.0,sometimes,109,frequently,785,0.0,7,11,30,1,No,['Glass'],['Microwave'],3062,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,26,1,57,10,398,89,Nerul,"Residential, Corporate, Construction",857.47,487.22,862.74,569.77,323.76,0.0,Summer,3100.96,"700,500,350"
