Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
overweight,female,vegan,more frequently,natural gas,often,223,frequently,1923,7,9,0,24,Sometimes,"['Paper', 'Glass']",['Microwave'],2405,Sales,Navi Mumbai,India,285.0,25,1,23,5,1207,66,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
overweight,female,vegetarian,less frequently,wood,often,118,frequently,1383,3,16,49,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2033,Operations,Navi Mumbai,India,205.0,31,3,47,15,842,66,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Summer,205.0,"500,600"
overweight,male,vegan,less frequently,natural gas,often,52,rarely,723,2,5,10,10,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377,Operations,Mumbai,India,240.0,11,1,16,14,143,34,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
normal,male,vegan,less frequently,coal,often,142,very frequently,2883,7,16,4,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2629,Sales,Navi Mumbai,India,285.0,7,2,4,5,1711,61,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Summer,285.0,"1000,350"
underweight,male,omnivore,twice a day,electricity,never,185,rarely,700,1,3,39,6,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],1181,Sales,Navi Mumbai,India,230.0,4,2,53,19,1075,138,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
overweight,female,pescatarian,less frequently,natural gas,sometimes,122,never,2130,3,0,7,6,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",993,Engineering,Mumbai,India,235.0,27,0,29,15,1972,81,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,female,pescatarian,less frequently,electricity,often,129,very frequently,595,2,8,39,0,No,['Metal'],['Oven'],2309,Operations,Mumbai,India,240.0,4,4,13,18,260,44,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
normal,female,vegetarian,less frequently,coal,never,284,never,60,2,22,19,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1171,Operations,Mumbai,India,225.0,25,1,14,19,847,31,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
normal,male,omnivore,twice a day,electricity,often,289,very frequently,7,7,20,40,23,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],3540,Engineering,Mumbai,India,235.0,4,3,8,12,1500,28,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
normal,female,vegan,twice a day,electricity,sometimes,268,never,68,5,23,43,20,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1518,Finance,Navi Mumbai,India,230.0,21,0,13,18,407,144,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
obese,male,pescatarian,less frequently,natural gas,often,232,very frequently,6415,1,9,42,16,Yes,"['Plastic', 'Glass']",['Microwave'],5267,Sales,Mumbai,India,240.0,14,3,9,12,1994,109,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
normal,female,omnivore,less frequently,wood,never,206,very frequently,409,7,11,8,8,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2477,Engineering,Mumbai,India,210.0,12,3,57,7,216,56,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
obese,male,vegetarian,daily,natural gas,never,106,very frequently,84,2,5,45,7,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3094,Sales,Navi Mumbai,India,265.0,27,2,21,5,1725,65,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,female,omnivore,less frequently,coal,never,144,never,248,7,2,29,7,No,[],"['Stove', 'Microwave']",2032,Student,Navi Mumbai,India,240.0,32,1,30,16,438,114,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
underweight,female,pescatarian,less frequently,wood,never,88,rarely,14,3,20,5,2,No,['Glass'],"['Stove', 'Oven']",1051,Engineering,Navi Mumbai,India,240.0,22,0,12,4,1904,120,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
normal,female,pescatarian,daily,coal,often,133,rarely,1634,4,7,36,24,No,['Metal'],"['Grill', 'Airfryer']",2032,Student,Navi Mumbai,India,225.0,32,2,16,7,987,26,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Winter,225.0,"700,500"
obese,female,vegetarian,twice a day,electricity,often,263,frequently,84,5,11,38,18,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2078,Operations,Navi Mumbai,India,265.0,17,2,0,17,1889,144,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
normal,male,vegetarian,twice a day,natural gas,often,171,frequently,49,6,8,30,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2023,Other,Mumbai,India,230.0,29,5,13,18,1773,79,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
obese,female,omnivore,more frequently,electricity,never,223,very frequently,820,7,0,19,21,Yes,['Paper'],"['Stove', 'Microwave']",2852,Other,Mumbai,India,7.0,25,4,43,11,1730,55,Andheri (Airport area),"Vehicular, Corporate, Airport",786.83,602.78,1016.48,858.02,287.66,1905.09,Summer,5456.86,"750,650,2000"
obese,male,vegan,daily,electricity,often,100,frequently,26,5,13,49,5,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2201,Sales,Navi Mumbai,India,285.0,15,3,38,11,766,20,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Monsoon,285.0,"1000,350"
underweight,female,omnivore,less frequently,electricity,never,73,frequently,1507,5,3,14,15,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],1285,Other,Mumbai,India,255.0,12,0,34,12,1053,148,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
obese,female,omnivore,twice a day,electricity,never,283,frequently,9707,1,6,2,10,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1451,Student,Navi Mumbai,India,245.0,38,4,54,3,1830,60,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,male,omnivore,more frequently,wood,sometimes,143,very frequently,2899,1,11,33,12,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],4367,Operations,Navi Mumbai,India,205.0,32,0,52,9,1039,60,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
obese,female,vegan,twice a day,natural gas,sometimes,267,never,83,7,21,38,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1618,Student,Mumbai,India,240.0,25,1,0,15,1448,142,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
overweight,male,vegan,twice a day,electricity,never,249,frequently,324,2,2,36,20,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1941,Finance,Navi Mumbai,India,245.0,0,2,26,4,1128,126,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
underweight,male,vegan,more frequently,wood,sometimes,131,rarely,4058,3,11,14,17,No,"['Paper', 'Glass', 'Metal']",['Stove'],2233,Finance,Mumbai,India,235.0,37,2,55,11,1544,109,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,female,vegetarian,more frequently,electricity,sometimes,106,never,563,1,2,27,1,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",743,Student,Navi Mumbai,India,240.0,1,1,44,15,170,112,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
obese,male,vegan,twice a day,natural gas,sometimes,130,frequently,1910,4,0,48,6,Sometimes,"['Plastic', 'Metal']",[],2461,Operations,Mumbai,India,240.0,5,3,56,14,203,123,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
obese,female,vegan,daily,electricity,sometimes,59,very frequently,43,1,0,38,19,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2439,Sales,Mumbai,India,230.0,37,2,21,1,155,128,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Summer,230.0,"850,400"
overweight,female,vegetarian,less frequently,wood,sometimes,279,rarely,7,7,6,42,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635,Sales,Navi Mumbai,India,230.0,23,1,33,15,1118,23,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Monsoon,230.0,"700,500,350"
normal,male,pescatarian,twice a day,wood,often,116,very frequently,6653,2,7,8,18,No,[],['Microwave'],4395,Operations,Navi Mumbai,India,240.0,17,4,8,10,1430,21,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
underweight,male,vegetarian,more frequently,wood,sometimes,253,frequently,41,7,9,33,20,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2558,Sales,Mumbai,India,225.0,26,6,49,8,923,66,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
obese,male,pescatarian,twice a day,electricity,never,92,very frequently,9686,6,9,46,14,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",6738,Sales,Mumbai,India,225.0,7,6,53,1,595,49,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
normal,male,vegan,twice a day,coal,sometimes,130,rarely,664,7,20,24,22,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1996,Operations,Navi Mumbai,India,230.0,27,1,57,17,1293,101,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
normal,male,omnivore,less frequently,wood,never,112,never,197,5,0,33,23,Sometimes,[],[],1795,Other,Mumbai,India,255.0,9,3,35,12,1264,49,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
underweight,male,vegetarian,twice a day,electricity,never,281,never,1428,7,15,45,10,No,['Plastic'],['Stove'],1428,Sales,Navi Mumbai,India,240.0,16,3,47,12,133,129,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
overweight,female,vegan,more frequently,natural gas,sometimes,209,never,92,3,6,10,5,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",809,Sales,Navi Mumbai,India,285.0,28,4,31,7,1479,118,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
obese,male,vegan,twice a day,wood,sometimes,102,frequently,7337,5,6,32,9,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",4845,Finance,Navi Mumbai,India,285.0,5,1,37,9,1541,20,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
underweight,male,vegetarian,daily,wood,sometimes,256,rarely,62,3,17,11,0,Yes,[],"['Oven', 'Microwave']",1503,Engineering,Mumbai,India,235.0,13,3,19,16,152,77,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
overweight,female,vegan,daily,coal,sometimes,165,very frequently,2810,5,17,38,1,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3601,Engineering,Navi Mumbai,India,235.0,21,2,26,0,1126,86,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
underweight,female,omnivore,twice a day,coal,often,114,rarely,92,3,18,27,4,Yes,['Plastic'],['Stove'],1593,Student,Mumbai,India,255.0,5,3,2,15,429,42,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
overweight,male,pescatarian,less frequently,electricity,often,210,never,4420,4,14,24,5,Sometimes,['Plastic'],"['Stove', 'Microwave']",2083,Other,Mumbai,India,4.0,25,6,59,10,1885,68,Andheri (Airport area),"Vehicular, Corporate, Airport",767.27,759.99,1023.88,827.99,276.69,2471.65,Summer,6127.47,"750,650,2000"
normal,male,vegan,less frequently,natural gas,sometimes,121,frequently,1405,4,10,24,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1877,Operations,Navi Mumbai,India,205.0,38,1,10,0,1742,138,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
obese,female,vegan,twice a day,wood,never,181,rarely,5011,1,15,27,20,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2466,Finance,Navi Mumbai,India,245.0,11,1,23,5,1734,82,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
normal,female,vegetarian,less frequently,electricity,sometimes,85,very frequently,284,7,6,47,2,Sometimes,"['Paper', 'Metal']",[],2394,Student,Mumbai,India,235.0,34,1,28,11,904,67,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,male,vegetarian,less frequently,wood,sometimes,101,very frequently,466,5,21,36,12,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3670,Operations,Navi Mumbai,India,235.0,13,2,4,15,1815,63,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
overweight,male,pescatarian,twice a day,wood,sometimes,182,rarely,1752,6,1,28,18,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2035,Sales,Mumbai,India,225.0,21,7,32,10,1769,70,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Monsoon,225.0,"850,400"
obese,male,omnivore,daily,coal,often,258,never,73,6,12,27,9,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2848,Engineering,Navi Mumbai,India,245.0,22,2,7,17,248,144,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
overweight,female,pescatarian,less frequently,natural gas,often,230,rarely,9710,3,5,5,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",4473,Other,Navi Mumbai,India,245.0,6,2,18,1,1629,60,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
normal,male,omnivore,more frequently,wood,sometimes,274,frequently,1336,4,0,39,0,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2181,Sales,Navi Mumbai,India,230.0,39,3,3,16,1424,117,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
obese,female,pescatarian,more frequently,electricity,sometimes,142,frequently,61,5,20,44,16,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2206,Sales,Navi Mumbai,India,265.0,24,1,40,16,232,76,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
normal,male,omnivore,less frequently,natural gas,often,92,very frequently,4,2,10,4,0,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2104,Student,Navi Mumbai,India,240.0,12,2,34,19,358,31,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
overweight,female,omnivore,less frequently,electricity,often,60,rarely,7186,5,4,11,7,No,"['Paper', 'Plastic', 'Glass']",[],3508,Finance,Mumbai,India,210.0,20,1,29,3,1399,101,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
overweight,male,vegetarian,daily,natural gas,never,81,frequently,5781,6,12,30,20,Yes,"['Glass', 'Metal']",['Oven'],4933,Other,Mumbai,India,240.0,9,2,4,5,1089,79,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
overweight,male,omnivore,more frequently,natural gas,often,281,frequently,62,6,0,14,12,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2485,Finance,Mumbai,India,225.0,8,2,59,14,815,83,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
underweight,female,vegan,more frequently,wood,never,215,very frequently,1488,3,4,11,0,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2067,Other,Navi Mumbai,India,205.0,14,2,47,10,1184,23,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Summer,205.0,"500,600"
underweight,male,vegan,daily,natural gas,sometimes,160,frequently,5222,4,3,33,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3595,Sales,Mumbai,India,225.0,1,2,39,17,1030,126,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Post-Monsoon,225.0,"850,400"
overweight,male,vegan,daily,coal,never,202,rarely,67,2,9,30,14,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1557,Engineering,Navi Mumbai,India,240.0,24,1,37,16,771,80,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
overweight,male,vegan,less frequently,coal,often,213,rarely,64,7,20,4,20,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1936,Engineering,Navi Mumbai,India,235.0,12,1,2,1,246,61,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
normal,male,vegan,less frequently,wood,often,269,frequently,4447,4,12,43,7,Sometimes,['Plastic'],['Microwave'],2649,Operations,Mumbai,India,210.0,33,3,15,12,1778,39,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
obese,female,pescatarian,daily,electricity,never,127,frequently,1944,2,8,48,11,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1843,Engineering,Mumbai,India,240.0,33,2,7,5,941,131,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
normal,male,vegan,daily,coal,often,201,never,6761,1,17,41,7,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4016,Engineering,Mumbai,India,210.0,34,5,44,10,924,115,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
obese,female,pescatarian,less frequently,coal,never,63,very frequently,1993,4,2,2,13,No,['Paper'],[],2732,Student,Mumbai,India,4.0,37,2,4,19,1789,39,Andheri (Airport area),"Vehicular, Corporate, Airport",705.07,737.2,1038.11,778.01,371.68,2385.97,Monsoon,6016.04,"750,650,2000"
underweight,female,vegan,daily,electricity,never,282,frequently,1475,7,0,31,9,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1957,Operations,Mumbai,India,225.0,2,2,37,6,1961,35,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Summer,225.0,"850,400"
obese,male,pescatarian,more frequently,wood,often,258,very frequently,3071,3,17,19,17,Sometimes,['Metal'],['Oven'],4209,Student,Mumbai,India,240.0,5,2,58,17,595,76,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
underweight,male,pescatarian,twice a day,electricity,often,239,very frequently,8,3,1,3,16,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2314,Engineering,Mumbai,India,235.0,18,1,34,16,722,38,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Post-Monsoon,235.0,"750,850"
overweight,female,vegan,less frequently,coal,sometimes,279,frequently,586,1,5,15,9,Yes,['Metal'],['Oven'],1818,Student,Mumbai,India,210.0,2,2,7,12,701,32,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
normal,female,pescatarian,less frequently,natural gas,sometimes,276,frequently,1166,2,3,14,18,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1675,Finance,Navi Mumbai,India,230.0,17,1,35,13,1684,39,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Winter,230.0,"700,500,350"
normal,female,vegan,less frequently,wood,never,299,never,83,5,2,30,18,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1377,Operations,Mumbai,India,235.0,38,3,24,8,1043,126,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Winter,235.0,"750,850"
overweight,male,pescatarian,less frequently,natural gas,often,283,never,1004,4,23,17,22,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1905,Operations,Navi Mumbai,India,285.0,8,2,52,12,1539,95,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
underweight,male,omnivore,twice a day,electricity,often,241,frequently,21,6,13,47,23,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2305,Student,Mumbai,India,255.0,11,1,48,5,230,54,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
underweight,male,vegetarian,less frequently,wood,sometimes,284,never,1046,2,14,26,1,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",1003,Engineering,Mumbai,India,225.0,4,0,56,0,822,95,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
underweight,female,pescatarian,twice a day,electricity,sometimes,200,very frequently,417,7,22,0,17,No,[],"['Oven', 'Grill', 'Airfryer']",2569,Sales,Mumbai,India,230.0,2,2,7,0,1351,43,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
overweight,male,vegan,more frequently,electricity,sometimes,183,very frequently,5442,3,9,20,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2522,Engineering,Navi Mumbai,India,245.0,10,3,20,3,864,88,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,male,vegan,less frequently,wood,sometimes,291,rarely,34,6,19,13,4,Sometimes,[],['Oven'],1944,Other,Navi Mumbai,India,205.0,29,0,50,13,1217,77,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
normal,male,vegetarian,less frequently,electricity,sometimes,201,frequently,678,2,11,2,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1146,Operations,Mumbai,India,255.0,3,1,45,17,776,117,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
normal,male,vegan,twice a day,natural gas,often,169,very frequently,81,4,10,14,9,Yes,[],"['Oven', 'Microwave']",2452,Operations,Mumbai,India,230.0,4,0,8,15,1744,79,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
normal,female,pescatarian,less frequently,electricity,often,297,never,1319,3,17,20,13,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1281,Operations,Mumbai,India,225.0,0,1,31,2,671,128,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Monsoon,225.0,"850,400"
overweight,female,vegan,more frequently,electricity,sometimes,295,rarely,449,7,18,38,19,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2212,Student,Navi Mumbai,India,225.0,26,2,43,5,197,30,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
overweight,male,vegan,more frequently,electricity,sometimes,209,never,33,4,17,37,15,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1734,Other,Navi Mumbai,India,230.0,27,5,12,0,1310,92,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Monsoon,230.0,"700,1000"
obese,male,pescatarian,daily,electricity,often,286,never,6723,6,10,37,2,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",4603,Other,Mumbai,India,240.0,28,1,22,10,1871,59,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
overweight,female,pescatarian,daily,natural gas,often,142,frequently,7703,6,0,32,19,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5162,Operations,Navi Mumbai,India,230.0,17,3,59,9,1716,93,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Winter,230.0,"700,500,350"
overweight,female,omnivore,daily,coal,often,211,never,7587,3,4,7,22,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4239,Student,Mumbai,India,255.0,11,0,58,17,653,53,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
normal,female,vegetarian,more frequently,natural gas,never,253,very frequently,4444,6,21,28,0,No,"['Paper', 'Glass']","['Stove', 'Oven']",3257,Engineering,Navi Mumbai,India,230.0,12,3,7,3,1786,81,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
