Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport
obese,male,vegan,less frequently,natural gas,0.0,never,272,never,160,0.0,6,4,1,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,20,7,20,2,1898,26,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,female,omnivore,twice a day,natural gas,0.0,sometimes,146,rarely,66,0.0,3,7,29,0,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1403,Finance,Mumbai,India,3.0,0.0,0.0,1.0,4,1,37,5,1466,114,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,female,omnivore,less frequently,coal,0.0,often,104,frequently,5677,0.0,2,8,34,19,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4385,Operations,Mumbai,India,2.0,0.0,0.0,1.0,9,2,37,11,130,135,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,female,vegan,daily,natural gas,0.0,never,139,rarely,433,0.0,2,4,42,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1309,Other,Mumbai,India,2.0,0.0,0.0,1.0,5,3,57,14,1753,80,Malad West,"Residential, Construction",1,0,0,0,1,0
normal,male,vegan,more frequently,natural gas,0.0,often,108,never,39,0.0,1,23,13,18,Yes,['Paper'],"['Grill', 'Airfryer']",964,Finance,Mumbai,India,1.0,0.0,0.0,1.0,12,4,5,16,1844,51,Malad West,"Residential, Construction",1,0,0,0,1,0
overweight,male,omnivore,twice a day,coal,0.0,often,263,very frequently,1275,0.0,1,0,50,14,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3596,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,0,2,28,17,301,78,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,daily,wood,0.0,sometimes,201,never,1788,0.0,5,8,35,13,No,['Metal'],"['Stove', 'Oven']",1918,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,19,1,55,16,1721,98,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,male,vegan,twice a day,wood,0.0,often,65,frequently,96,0.0,2,2,10,17,No,"['Glass', 'Metal']",['Oven'],1711,Sales,Mumbai,India,2.0,0.0,0.0,1.0,7,2,45,11,641,49,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,omnivore,daily,electricity,0.0,often,189,never,1309,0.0,3,23,38,16,Yes,"['Paper', 'Plastic']",[],1875,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,9,0,10,15,256,23,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,vegetarian,daily,wood,0.0,never,128,frequently,5997,0.0,1,21,10,21,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1547,Finance,Navi Mumbai,India,1.0,0.0,0.0,1.0,8,2,47,11,1844,53,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,male,vegetarian,more frequently,wood,0.0,often,253,never,388,0.0,6,22,48,19,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2554,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,2,1,21,3,1166,79,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,less frequently,electricity,0.0,never,180,frequently,1305,0.0,6,8,2,2,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2101,Sales,Mumbai,India,6.0,0.0,0.0,1.0,10,4,59,8,1208,134,Malad West,"Residential, Construction",1,0,0,0,1,0
underweight,male,pescatarian,more frequently,natural gas,0.0,often,250,very frequently,53,0.0,1,4,12,17,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2647,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,11,1,50,14,505,48,Borivali,"Residential, Vehicular",1,0,0,1,0,0
overweight,male,vegetarian,twice a day,electricity,0.0,sometimes,134,very frequently,4,0.0,6,4,36,18,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3131,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,9,2,38,4,787,73,Borivali,"Residential, Vehicular",1,0,0,1,0,0
normal,female,omnivore,more frequently,coal,0.0,sometimes,255,frequently,8105,0.0,5,3,35,4,Yes,['Metal'],[],4099,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,24,2,5,10,842,140,Taloja,"Industrial, Construction",0,0,1,0,1,0
normal,female,omnivore,daily,wood,0.0,sometimes,279,frequently,20,0.0,5,17,41,22,No,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2672,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,24,3,29,17,1483,41,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,male,vegetarian,less frequently,natural gas,0.0,sometimes,205,frequently,2458,0.0,2,14,25,23,No,['Paper'],[],2322,Student,Navi Mumbai,India,2.0,0.0,0.0,1.0,10,2,42,0,531,39,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,female,omnivore,less frequently,wood,0.0,often,149,very frequently,69,0.0,5,5,34,15,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2189,Student,Mumbai,India,5.0,0.0,0.0,1.0,35,3,24,15,1052,56,Goregaon,"Residential, Construction",1,0,0,0,1,0
obese,male,vegan,more frequently,coal,0.0,never,221,rarely,1641,0.0,6,17,39,1,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],1836,Sales,Mumbai,India,6.0,0.0,0.0,1.0,38,1,35,17,249,147,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,female,vegan,twice a day,electricity,0.0,often,246,very frequently,1594,0.0,1,8,40,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2044,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,25,0,0,12,1022,70,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,pescatarian,more frequently,coal,0.0,sometimes,291,never,1440,0.0,5,12,22,7,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2104,Finance,Mumbai,India,5.0,0.0,0.0,1.0,13,1,21,19,418,92,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,male,vegetarian,daily,coal,0.0,never,125,very frequently,25,0.0,3,17,44,20,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3423,Sales,Navi Mumbai,India,3.0,0.0,0.0,1.0,38,2,8,15,1383,136,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,female,pescatarian,twice a day,wood,0.0,never,168,never,4845,0.0,5,1,23,20,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2220,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,39,2,44,15,957,85,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,female,vegetarian,more frequently,natural gas,0.0,sometimes,237,very frequently,16,0.0,6,21,31,1,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",2908,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,0,1,7,2,586,81,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
underweight,male,vegan,daily,electricity,0.0,often,73,frequently,998,0.0,3,8,1,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1095,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,3,0,33,17,1076,63,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,vegetarian,less frequently,electricity,0.0,sometimes,166,rarely,87,0.0,5,2,36,11,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1165,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,29,1,15,10,102,133,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,vegan,less frequently,natural gas,0.0,often,230,very frequently,1877,0.0,5,3,14,12,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2164,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,11,1,18,12,1460,42,Sion,"Vehicular, Construction",0,0,0,1,1,0
normal,female,omnivore,less frequently,wood,0.0,sometimes,263,rarely,56,0.0,1,14,18,18,Sometimes,['Plastic'],[],1283,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,34,0,7,1,1870,112,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,vegan,less frequently,electricity,0.0,sometimes,52,very frequently,51,0.0,6,17,3,11,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",1736,Other,Mumbai,India,6.0,0.0,0.0,1.0,12,3,11,2,1035,30,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
normal,male,vegetarian,daily,coal,0.0,never,299,never,5267,0.0,6,7,44,16,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",3376,Sales,Mumbai,India,6.0,0.0,0.0,1.0,30,0,42,0,438,80,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
obese,female,omnivore,daily,coal,0.0,never,240,rarely,1848,0.0,5,23,8,18,Sometimes,[],"['Stove', 'Microwave']",2004,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,37,0,40,0,1098,142,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,female,pescatarian,less frequently,coal,0.0,never,116,frequently,427,0.0,1,9,45,6,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2325,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,22,1,55,14,1717,41,Airoli,"Residential, Corporate",1,1,0,0,0,0
obese,male,omnivore,twice a day,electricity,0.0,sometimes,148,rarely,291,0.0,4,21,32,16,No,"['Paper', 'Plastic', 'Glass']",['Oven'],1680,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,3,0,30,2,863,22,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,male,vegetarian,daily,natural gas,0.0,often,260,very frequently,1046,0.0,2,12,44,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2768,Operations,Mumbai,India,2.0,0.0,0.0,1.0,15,2,41,3,1010,84,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,female,omnivore,twice a day,electricity,0.0,never,112,very frequently,960,0.0,5,4,40,11,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",3147,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,6,2,32,11,406,109,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,male,omnivore,more frequently,electricity,0.0,often,217,never,370,0.0,7,21,1,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2037,Sales,Mumbai,India,7.0,0.0,0.0,1.0,21,0,18,11,1789,80,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,male,vegetarian,less frequently,electricity,0.0,never,281,frequently,8167,0.0,4,4,18,9,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3754,Finance,Mumbai,India,4.0,0.0,0.0,1.0,28,2,26,13,1414,112,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,male,pescatarian,less frequently,natural gas,0.0,sometimes,135,rarely,107,0.0,6,5,41,1,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1545,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,10,1,23,10,1505,72,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
obese,female,vegan,more frequently,wood,0.0,often,83,very frequently,49,0.0,2,18,15,23,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],2235,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,32,1,48,5,1971,44,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,female,pescatarian,daily,electricity,0.0,sometimes,161,rarely,2498,0.0,7,5,46,6,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2521,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,28,3,27,13,1906,69,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,female,omnivore,more frequently,coal,0.0,often,167,very frequently,50,0.0,3,7,19,13,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2582,Sales,Mumbai,India,3.0,0.0,0.0,1.0,38,1,54,1,1000,66,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
underweight,female,vegan,daily,coal,0.0,often,151,rarely,1703,0.0,7,2,46,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2409,Student,Mumbai,India,7.0,0.0,0.0,1.0,11,2,3,2,1297,141,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,female,vegetarian,twice a day,natural gas,0.0,never,214,rarely,1854,0.0,3,16,29,9,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",1378,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,6,2,11,17,123,119,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,omnivore,daily,natural gas,0.0,sometimes,199,rarely,877,0.0,3,13,28,5,Yes,['Paper'],['Microwave'],1264,Sales,Mumbai,India,3.0,0.0,0.0,1.0,38,1,22,7,1125,85,Malad West,"Residential, Construction",1,0,0,0,1,0
underweight,male,pescatarian,more frequently,coal,0.0,sometimes,106,frequently,20,0.0,1,2,37,7,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2191,Operations,Mumbai,India,1.0,0.0,0.0,1.0,25,0,19,1,1822,32,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,male,pescatarian,more frequently,wood,0.0,often,223,rarely,97,0.0,1,18,50,11,Sometimes,['Plastic'],"['Oven', 'Microwave']",1953,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,39,0,39,19,1287,34,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,male,omnivore,less frequently,wood,0.0,never,213,frequently,8,0.0,3,3,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1675,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,8,2,27,15,1623,25,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,less frequently,electricity,0.0,never,109,frequently,7201,0.0,5,6,37,23,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",4513,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,33,5,53,13,1680,104,Taloja,"Industrial, Construction",0,0,1,0,1,0
overweight,male,vegetarian,twice a day,wood,0.0,often,66,very frequently,914,0.0,5,9,47,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3006,Other,Mumbai,India,5.0,0.0,0.0,1.0,12,3,57,18,1107,61,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,male,omnivore,daily,coal,0.0,often,258,rarely,50,0.0,3,2,0,23,Yes,['Plastic'],[],1617,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,35,3,57,19,1474,101,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,female,vegan,more frequently,natural gas,0.0,often,272,frequently,1,0.0,4,15,28,5,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1687,Sales,Mumbai,India,4.0,0.0,0.0,1.0,24,0,47,3,1217,25,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,female,vegan,twice a day,natural gas,0.0,sometimes,267,never,83,0.0,7,21,38,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1618,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,23,2,55,5,303,97,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,vegan,daily,coal,0.0,never,123,frequently,82,0.0,7,20,17,23,Sometimes,['Glass'],[],3048,Sales,Mumbai,India,7.0,0.0,0.0,1.0,16,3,59,11,1246,62,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,pescatarian,less frequently,natural gas,0.0,never,252,frequently,39,0.0,2,19,35,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727,Other,Mumbai,India,2.0,0.0,0.0,1.0,1,2,0,9,136,128,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,pescatarian,more frequently,electricity,0.0,sometimes,220,very frequently,259,0.0,6,22,20,12,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2569,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,12,3,40,8,729,67,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,male,omnivore,more frequently,coal,0.0,sometimes,87,never,9028,0.0,5,17,15,18,Sometimes,"['Plastic', 'Metal']",['Oven'],1782,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,30,3,10,2,1052,95,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
obese,male,vegetarian,twice a day,natural gas,0.0,never,257,very frequently,5517,0.0,4,0,7,20,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2758,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,28,3,43,0,952,148,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
normal,female,omnivore,twice a day,coal,0.0,sometimes,229,very frequently,3436,0.0,6,4,48,1,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4040,Operations,Mumbai,India,6.0,0.0,0.0,1.0,27,3,30,13,1263,138,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
underweight,female,vegan,twice a day,electricity,0.0,never,67,frequently,593,0.0,2,11,26,17,Sometimes,['Paper'],['Microwave'],1239,Student,Mumbai,India,2.0,0.0,0.0,1.0,26,4,40,7,733,33,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,vegan,twice a day,coal,0.0,sometimes,173,never,3483,0.0,4,16,7,7,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1199,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,14,1,37,17,843,86,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
underweight,female,vegetarian,daily,wood,0.0,often,275,never,73,0.0,3,9,5,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",751,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,30,1,8,11,1352,29,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,male,pescatarian,daily,electricity,0.0,never,242,rarely,1439,0.0,1,14,2,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1089,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,39,4,5,11,518,93,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,pescatarian,daily,electricity,0.0,sometimes,244,frequently,6972,0.0,5,3,23,23,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3483,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,14,2,5,9,1616,84,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,vegetarian,less frequently,electricity,0.0,often,244,never,1065,0.0,7,3,50,15,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2112,Operations,Mumbai,India,7.0,0.0,0.0,1.0,32,3,51,3,1863,51,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,pescatarian,less frequently,coal,0.0,sometimes,210,never,34,0.0,3,13,2,11,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1005,Finance,Mumbai,India,3.0,0.0,0.0,1.0,19,0,2,19,984,102,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,male,vegetarian,twice a day,electricity,0.0,sometimes,134,very frequently,4,0.0,6,4,36,18,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3131,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,11,3,31,4,427,84,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,omnivore,more frequently,coal,0.0,sometimes,255,frequently,8105,0.0,5,3,35,4,Yes,['Metal'],[],4099,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,36,2,34,7,1854,45,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,male,omnivore,daily,electricity,0.0,often,225,frequently,69,0.0,5,1,16,7,Sometimes,['Metal'],"['Stove', 'Oven']",2915,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,8,2,15,18,1278,84,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
underweight,female,pescatarian,twice a day,coal,0.0,often,156,rarely,63,0.0,2,4,39,10,Sometimes,"['Glass', 'Metal']",['Stove'],1437,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,22,2,1,5,1479,55,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,female,omnivore,more frequently,natural gas,0.0,often,171,never,73,0.0,1,18,47,22,No,"['Glass', 'Metal']","['Stove', 'Oven']",1519,Finance,Navi Mumbai,India,1.0,0.0,0.0,1.0,7,1,35,15,1130,74,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,female,vegetarian,less frequently,electricity,0.0,sometimes,93,never,1406,0.0,4,17,18,5,Yes,['Metal'],['Stove'],1214,Finance,Mumbai,India,4.0,0.0,0.0,1.0,31,3,40,8,614,108,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,female,vegan,less frequently,natural gas,0.0,sometimes,220,very frequently,19,0.0,7,20,49,22,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2807,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,13,6,6,10,103,27,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,female,omnivore,daily,natural gas,0.0,sometimes,173,rarely,6,0.0,5,11,33,7,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1580,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,26,3,34,2,827,46,Kharghar,"Residential, Construction",1,0,0,0,1,0
underweight,male,vegan,daily,wood,0.0,never,191,never,3297,0.0,2,3,15,20,No,['Plastic'],"['Grill', 'Airfryer']",1775,Sales,Mumbai,India,2.0,0.0,0.0,1.0,24,2,55,13,875,147,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,pescatarian,less frequently,wood,0.0,sometimes,229,rarely,3225,0.0,5,6,10,16,Sometimes,['Metal'],"['Stove', 'Microwave']",1878,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,12,1,29,4,144,79,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,vegetarian,more frequently,natural gas,0.0,sometimes,185,rarely,6994,0.0,4,4,4,6,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2079,Sales,Mumbai,India,4.0,0.0,0.0,1.0,20,3,44,5,304,75,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,omnivore,more frequently,coal,0.0,never,227,rarely,5837,0.0,7,19,40,17,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3906,Student,Mumbai,India,7.0,0.0,0.0,1.0,30,2,45,0,1324,144,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,male,pescatarian,daily,electricity,0.0,never,274,never,47,0.0,5,17,29,12,Sometimes,[],"['Oven', 'Microwave']",1735,Other,Mumbai,India,5.0,0.0,0.0,1.0,36,2,28,12,1015,51,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,vegetarian,less frequently,natural gas,0.0,sometimes,95,never,7,0.0,6,9,36,11,No,"['Paper', 'Plastic']",['Stove'],1072,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,4,2,40,8,349,98,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,female,vegetarian,more frequently,natural gas,0.0,never,161,never,1954,0.0,6,21,25,11,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",1623,Other,Mumbai,India,6.0,0.0,0.0,1.0,12,1,0,2,1335,40,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
obese,female,pescatarian,less frequently,natural gas,0.0,often,220,very frequently,1669,0.0,7,6,21,6,Sometimes,[],"['Stove', 'Microwave']",3675,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,27,0,43,5,1256,75,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,male,vegetarian,twice a day,natural gas,0.0,never,185,frequently,4579,0.0,6,5,2,1,Yes,"['Glass', 'Metal']",[],2839,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,24,2,0,19,785,112,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,female,vegetarian,more frequently,wood,0.0,often,122,frequently,272,0.0,4,24,11,6,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1394,Finance,Mumbai,India,4.0,0.0,0.0,1.0,34,1,40,7,1192,73,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,vegan,twice a day,wood,0.0,often,106,never,6188,0.0,5,18,14,17,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2680,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,2,56,3,390,39,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,male,pescatarian,twice a day,wood,0.0,often,134,never,1510,0.0,4,7,5,16,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1385,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,6,1,6,5,754,148,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,pescatarian,less frequently,electricity,0.0,often,249,very frequently,363,0.0,1,11,23,9,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2084,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,37,5,2,11,1652,93,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
normal,female,vegan,more frequently,electricity,0.0,never,228,rarely,9420,0.0,3,2,42,16,Sometimes,"['Paper', 'Glass']",['Microwave'],2683,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,31,2,35,11,431,132,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
normal,female,vegetarian,less frequently,coal,0.0,never,91,never,1686,0.0,4,11,25,7,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1383,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,2,2,38,6,529,78,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
